Published_time,news_content,news_headline
2023-03-01 20:00:00,"Thị trường chứng quyền 02/03/2023: Áp lực bán đã giảm bớt?: Kết thúc phiên giao dịch ngày 01/03/2023, toàn thị trường có 37 mã tăng, 24 mã giảm và 18 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức...",Thị trường chứng quyền 02/03/2023: Áp lực bán đã giảm bớt?
2023-03-01 10:02:00,"LM8 muốn thoái hết vốn tại Lilama 18.1: HĐQT CTCP Lilama 18 (HOSE: LM8) thông qua phương án chuyển nhượng gần 40.96% vốn tại CTCP Lilama 18.1. Giá khởi điểm 22,800 đồng/cp.",LM8 muốn thoái hết vốn tại Lilama 18.1
2023-02-28 18:22:00,"Góc nhìn 01/03: Khó lòng phục hồi?: TVSI dự báo tháng 3/2023, thị trường vẫn sẽ gặp rất nhiều khó khăn và chỉ số sẽ khó lòng chạm lại được vùng đỉnh 1,085-1,125 điểm trước đó. Xu hướng...",Góc nhìn 01/03: Khó lòng phục hồi?
2023-02-28 06:00:00,28/02: Đọc gì trước giờ giao dịch chứng khoán?: Cùng điểm lại những tin tức tài chính kinh tế đáng chú ý diễn ra trong 24h qua trước giờ giao dịch hôm nay. ,28/02: Đọc gì trước giờ giao dịch chứng khoán?
2023-02-27 16:19:00,Chứng khoán Việt “bốc hơi” 13 tỷ USD vốn hóa trong 5 phiên: Làn sóng bán tháo ập đến thị trường chứng khoán Việt khi những thông tin tiêu cực về trái phiếu khiến nhà đầu tư lo sợ và khối ngoại “quay xe” bán...,Chứng khoán Việt “bốc hơi” 13 tỷ USD vốn hóa trong 5 phiên
2023-02-27 09:55:00,"Thành viên HĐQT NLG muốn bán 900,000 cp: Ông Cao Tấn Thạch - Thành viên HĐQT CTCP Đầu tư Nam Long (HOSE: NLG) đăng ký bán ra 900,000 cp NLG với mục đích cân đối tài chính cá nhân.","Thành viên HĐQT NLG muốn bán 900,000 cp"
2023-02-25 20:30:00,"Khối ngoại liên tục bán ròng: Từ ngày 15 - 24/02, nhà đầu tư nước ngoài đã có 8 phiên bán ròng liên tiếp, ước tính giá trị bán ròng trên 2 sàn niêm yết HOSE và HNX hơn 1,707 tỷ...",Khối ngoại liên tục bán ròng
2023-02-24 13:00:00,"Góc nhìn đầu tư 2023: Ngành cảng biển và vận tải biển (Kỳ 1): Ngành cảng biển và vận tải biển được dự báo sẽ đối mặt với nhiều khó khăn trong năm 2023, do suy thoái kinh tế toàn cầu. Tuy nhiên, những động thái...",Góc nhìn đầu tư 2023: Ngành cảng biển và vận tải biển (Kỳ 1)
2023-02-23 20:00:00,"Thị trường chứng quyền 24/02/2023: Diễn biến khó lường: Kết thúc phiên giao dịch ngày 23/02/2023, toàn thị trường có 11 mã tăng, 56 mã giảm và 26 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức...",Thị trường chứng quyền 24/02/2023: Diễn biến khó lường
2023-02-23 12:29:00,Phân tích kỹ thuật phiên chiều 23/02: Tiếp tục bi quan: Các chỉ số chính cùng giảm điểm mạnh với các cây nến đỏ xuất hiện liên tiếp cho thấy nhà đầu tư đang bi quan trở lại.,Phân tích kỹ thuật phiên chiều 23/02: Tiếp tục bi quan
2023-02-22 18:23:00,"Theo dấu dòng tiền cá mập 22/02: Khối ngoại bán ròng mạnh: Phiên 22/02, khối tự doanh công ty chứng khoán mua ròng 86.4 tỷ đồng. Khối ngoại tiếp đà bán ròng 339.7 tỷ đồng trong ngày thị trường giảm sâu.",Theo dấu dòng tiền cá mập 22/02: Khối ngoại bán ròng mạnh
2023-02-22 09:24:00,Một CTCK muốn bán thỏa thuận gần 6 triệu cp SAM: CTCP Chứng khoán Quốc Gia (NSI) dự kiến bán thỏa thuận 5.93 triệu cp của CTCP SAM HOLDINGS (HOSE: SAM) trong thời gian từ 27/02-24/03/2023 để cơ cấu...,Một CTCK muốn bán thỏa thuận gần 6 triệu cp SAM
2023-02-21 15:15:00,"Nhịp đập Thị trường 21/02: Khối ngoại tiếp tục bán ròng: Kết phiên 21/02, VN-Index giảm 4.5% còn 1,082 điểm, HNX-Index giảm gần 2 điểm, xuống còn 214.08 điểm.",Nhịp đập Thị trường 21/02: Khối ngoại tiếp tục bán ròng
2023-02-21 10:00:00,Ngày 21/02/2023: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock: Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm:,Ngày 21/02/2023: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock
2023-02-20 17:09:00,"Vietstock Daily 21/02/2023: Nhiều tín hiệu tích cực xuất hiện, xu hướng tăng quay trở lại?: VN-Index tăng tốt và hình thành mẫu hình nến White Marubozu. Bên cạnh đó, khối lượng giao dịch cũng có sự bứt phá và vượt mức trung bình 20 ngày cho...","Vietstock Daily 21/02/2023: Nhiều tín hiệu tích cực xuất hiện, xu hướng tăng quay trở lại?"
2023-02-20 06:00:00,20/02: Đọc gì trước giờ giao dịch chứng khoán?: Điểm lại những tin tức kinh tế - tài chính đáng chú ý cuối tuần vừa qua. ,20/02: Đọc gì trước giờ giao dịch chứng khoán?
2023-02-18 10:17:00,"Quỹ nước ngoài với 'rào cản' rót vốn vào thị trường chứng khoán Việt Nam : Đầu năm nay, một loạt quỹ đầu tư báo lãi tăng trưởng mạnh, thúc đẩy sự quan tâm của nhiều nhà đầu tư nước ngoài vào thị trường chứng khoán Việt Nam...",Quỹ nước ngoài với 'rào cản' rót vốn vào thị trường chứng khoán Việt Nam 
2023-02-17 09:20:00,Tranh cãi nới nhầm 'room' ngoại tại Sacombank: Trung tâm lưu ký chứng khoán nhầm 'room' ngoại cho Ngân hàng Sài Gòn Thương Tín (Sacombank) thay vì Ngân hàng Việt Nam Thương tín (VietBank).,Tranh cãi nới nhầm 'room' ngoại tại Sacombank
2023-02-16 16:47:00,"Mavin Austfeed mua lại trước hạn trái phiếu được bảo đảm bằng nhiều tài sản liên quan TNG và tại MSB: Trong thông báo vào cuối tháng 01/2023, CTCP Mavin Austfeed công bố về kết quả mua lại trái phiếu trước hạn với giá trị 125 tỷ đồng, trong tổng số...",Mavin Austfeed mua lại trước hạn trái phiếu được bảo đảm bằng nhiều tài sản liên quan TNG và tại MSB
2023-02-16 10:37:00,"Cơ hội nâng hạng thị trường đang đến gần?: Việc các nhà đầu tư nước ngoài liên tục mua ròng trở lại từ năm ngoái cho đến đầu năm nay, đặc biệt là các quỹ ETF chuyên đầu tư vào các thị trường...",Cơ hội nâng hạng thị trường đang đến gần?
2023-02-15 17:36:00,"Tự doanh 15/02: Mua ròng hơn 100 tỷ đồng: Phiên 15/02, khối tự doanh công ty chứng khoán mua ròng 101.3 tỷ đồng. STB và KDH là hai mã cổ phiếu được mua ròng nhiều nhất, với giá trị lần lượt...",Tự doanh 15/02: Mua ròng hơn 100 tỷ đồng
2023-02-14 20:00:00,"Thị trường chứng quyền 15/02/2023: Áp lực bán tạm thời hạ nhiệt?: Kết thúc phiên giao dịch ngày 14/02/2023, toàn thị trường có 33 mã tăng, 29 mã giảm và 31 mã tham chiếu. Thanh khoản toàn thị trường rớt xuống mức...",Thị trường chứng quyền 15/02/2023: Áp lực bán tạm thời hạ nhiệt?
2023-02-14 11:30:00,Cổ phiếu một doanh nghiệp sản xuất thép bị cảnh báo hủy niêm yết : Sở Giao dịch Chứng khoán Hà Nội (HNX) vừa có văn bản cảnh báo CTCP Sản xuất Xuất nhập khẩu Inox Kim Vĩ (HNX: KVC) về khả năng cổ phiếu bị hủy niêm...,Cổ phiếu một doanh nghiệp sản xuất thép bị cảnh báo hủy niêm yết 
2023-02-13 19:30:00,Chứng khoán phái sinh Ngày 14/02/2023: Đà giảm kéo dài?: Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 13/02/2023. Khối lượng giao dịch của hợp đồng VN30F2303 tăng mạnh khi hợp đồng...,Chứng khoán phái sinh Ngày 14/02/2023: Đà giảm kéo dài?
2023-02-13 12:24:00,"Phân tích kỹ thuật phiên chiều 13/02: Xu hướng giảm đang quay trở lại: Trong phiên giao dịch buổi sáng ngày 13/02/2023, VN-Index hình thành mẫu hình nến Three Black Candles cho thấy tình trạng điều chỉnh của chỉ số vẫn...",Phân tích kỹ thuật phiên chiều 13/02: Xu hướng giảm đang quay trở lại
2023-02-12 19:00:00,"Thị trường chứng quyền Tuần 13-17/02/2023: Bên mua tiếp tục lép vế?: Kết thúc phiên giao dịch ngày 10/02/2023, toàn thị trường có 2 mã tăng, 68 mã giảm và 23 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức bán...",Thị trường chứng quyền Tuần 13-17/02/2023: Bên mua tiếp tục lép vế?
2023-02-11 10:12:00,Vì sao giá cổ phiếu của ngân hàng có CASA cao lại giảm mạnh hơn?: Báo cáo tài chính quí 4-2022 của các ngân hàng được công bố với những kết quả bất ngờ khi tỷ lệ CASA của các ngân hàng thương mại giảm mạnh. Lý do...,Vì sao giá cổ phiếu của ngân hàng có CASA cao lại giảm mạnh hơn?
2023-02-10 14:30:00,"VC2 gia hạn thanh toán nợ gốc và lãi lô trái phiếu hơn trăm tỷ đồng: Ngày 07/02/2023, CTCP Đầu tư và Xây dựng Vina2 (HNX: VC2) đã tổ chức hội nghị trái chủ, qua đó thống nhất sẽ gia hạn thời gian đáo hạn lô trái phiếu...",VC2 gia hạn thanh toán nợ gốc và lãi lô trái phiếu hơn trăm tỷ đồng
2023-02-10 06:00:00,10/02: Đọc gì trước giờ giao dịch chứng khoán?: Cùng điểm qua những tin tức tài chính kinh tế trong nước và quốc tế đáng chú ý diễn ra trong 24h qua trước giờ giao dịch hôm nay.,10/02: Đọc gì trước giờ giao dịch chứng khoán?
2023-02-09 15:30:00,PYN Elite “hái lộc” đầu năm 2023 nhờ cổ phiếu vua: Thị trường khởi đầu tích cực trong năm 2023 giúp quỹ đầu tư đến từ Phần Lan - PYN Elite ghi nhận hiệu suất đầu tư tăng trưởng trong tháng 1. ,PYN Elite “hái lộc” đầu năm 2023 nhờ cổ phiếu vua
2023-02-09 06:00:00,09/02: Đọc gì trước giờ giao dịch chứng khoán?: Cùng điểm qua các tin tức tài chính kinh tế trong nước và quốc tế đáng chú ý diễn ra trong 24h qua trước giờ giao dịch hôm nay.,09/02: Đọc gì trước giờ giao dịch chứng khoán?
2023-02-08 13:40:00,"Ủy viên HĐQT MAC đã bán hết cổ phiếu: Ông Nguyễn Văn Trúc, Ủy viên HĐQT CTCP Cung ứng và Dịch vụ Kỹ thuật Hàng Hải (HNX: MAC), thông báo đã bán toàn bộ 1.215 triệu cp MAC nắm giữ trong...",Ủy viên HĐQT MAC đã bán hết cổ phiếu
2023-02-08 06:00:00,08/02: Đọc gì trước giờ giao dịch chứng khoán?: Cùng điểm qua các tin tức tài chính kinh tế trong nước và quốc tế đáng chú ý diễn ra trong 24h qua trước giờ giao dịch hôm nay.,08/02: Đọc gì trước giờ giao dịch chứng khoán?
2023-02-07 12:22:00,"Phân tích kỹ thuật phiên chiều 07/02: Tâm lý thận trọng bao trùm: Trong phiên giao dịch buổi sáng ngày 07/02/2023, VN-Index giảm nhẹ trở lại. Các mẫu hình nến xanh đỏ xuất hiện xen kẽ nhau liên tục đi kèm với khối...",Phân tích kỹ thuật phiên chiều 07/02: Tâm lý thận trọng bao trùm
2023-02-07 08:28:00,"VCSC: VN-Index sẽ đạt 1,300 điểm vào cuối năm 2023: Theo nhận định của Chứng khoán Bản Việt (VCSC), nửa đầu năm 2023 vẫn là giai đoạn nhiều thách thức đối với thị trường chứng khoán (TTCK) Việt Nam...","VCSC: VN-Index sẽ đạt 1,300 điểm vào cuối năm 2023"
2023-02-06 16:50:00,"HSBC: Du lịch sẽ là ngành then chốt trong năm 2023: Báo cáo ""Vietnam At A Glance: Du lịch - một phần cứu cánh"" của HSBC nhận định du lịch sẽ là ngành chủ đạo trong năm 2023, nổi lên như một nguồn tăng...",HSBC: Du lịch sẽ là ngành then chốt trong năm 2023
2023-02-06 09:02:00,"VinaCapital Ventures đầu tư 1 triệu USD vào nền tảng công nghệ nông nghiệp Koina : Ngày 06/02/2023, VinaCapital Ventures - Quỹ đầu tư công nghệ của Tập đoàn VinaCapital, thông báo về thương vụ đầu tư 1 triệu USD vào Koina, nền tảng...",VinaCapital Ventures đầu tư 1 triệu USD vào nền tảng công nghệ nông nghiệp Koina 
2023-02-04 21:00:00,"Thế nào là cổ phiếu đầu cơ?: Cổ phiếu đầu cơ là một cái tên thường được nhắc tới rất nhiều, nhưng bạn có thực sự hiểu về câu chuyện này?",Thế nào là cổ phiếu đầu cơ?
2023-02-03 16:11:00,Sơn Hà mua lại trước hạn 42 tỷ đồng trái phiếu: CTCP Quốc tế Sơn Hà (HOSE: SHI) vừa công bố thông tin về việc mua lại trước hạn đối với mã trái phiếu SHIH2124001 phát hành ngày 28/07/2021.,Sơn Hà mua lại trước hạn 42 tỷ đồng trái phiếu
2023-02-03 08:00:00,"Tháng 1/2023, sàn HOSE có 1 mã ngân hàng đạt vốn hóa 10 tỷ USD: Sở Giao dịch Chứng khoán TP. Hồ Chí Minh (HOSE) vừa công bố thống kê thị trường tháng 1/2023 với VN-Index tăng hơn 10% so với tháng trước. Vốn hóa...","Tháng 1/2023, sàn HOSE có 1 mã ngân hàng đạt vốn hóa 10 tỷ USD"
2023-02-02 14:50:00,"HOSE lưu ý khả năng hủy niêm yết cổ phiếu HVN: Sở Giao dịch Chứng khoán TPHCM (HOSE) vừa có công văn gửi Tổng Công ty Hàng không Việt Nam - CTCP (Vietnam Airlines, HOSE: HVN) về khả năng hủy niêm...",HOSE lưu ý khả năng hủy niêm yết cổ phiếu HVN
2023-02-02 09:11:00,"Một cá nhân mua 9.5 triệu cp HHV, trở thành cổ đông lớn: Ngày 18/01, ông Phạm Đình Thắng mua vào 9.5 triệu cp HHV của CTCP Đầu tư Hạ tầng Giao thông Đèo Cả làm tăng sở hữu tại đây lên hơn 17.3 triệu cp...","Một cá nhân mua 9.5 triệu cp HHV, trở thành cổ đông lớn"
2023-02-01 16:40:00,"Cổ đông lớn nâng sở hữu tại SJE lên mức 41.96%: Sau khi trở thành cổ đông lớn của CTCP Sông Đà 11 (HNX: SJE), CTCP Đầu tư ENERGY Việt Nam tiếp tục mua thêm gần 2.4 triệu cp, tăng tỷ lệ sở hữu tại...",Cổ đông lớn nâng sở hữu tại SJE lên mức 41.96%
2023-02-01 06:00:00,01/02: Đọc gì trước giờ giao dịch chứng khoán?: Cùng điểm qua những kết quả kinh doanh trong quý 4 và cả năm 2022 của các doanh nghiệp mới công bố trước giờ giao dịch hôm nay.  ,01/02: Đọc gì trước giờ giao dịch chứng khoán?
2023-01-31 11:09:00,"Chủ tịch UBCKNN: Hệ thống giao dịch KRX đi vào hoạt động trong năm 2023: Chia sẻ bên lề ở buổi Lễ đánh cồng đầu Xuân Quý Mão của Sở Giao dịch Chứng khoán TP.HCM (HOSE) sáng ngày 31/01, bà Vũ Thị Chân Phương - Chủ tịch Ủy...",Chủ tịch UBCKNN: Hệ thống giao dịch KRX đi vào hoạt động trong năm 2023
2023-01-30 18:13:00,"Tự doanh 30/01: Bán ròng 10 tỷ đồng: Tự doanh công ty chứng khoán ngày 30/01 bán ròng 10 tỷ đồng. STB, HPG, BSR là những mã cổ phiếu bị bán ròng nhiều nhất, với giá trị từ 11-13 tỷ đồng...",Tự doanh 30/01: Bán ròng 10 tỷ đồng
2023-01-30 10:15:00,"Nhiệt điện sẽ trở lại trong năm 2023?: Theo báo cáo cập nhật ngành điện năm 2023 của SSI Research, triển vọng ngành điện trong năm 2023 được giữ ở mức trung lập, với sự trở lại của nhiệt...",Nhiệt điện sẽ trở lại trong năm 2023?
2023-01-28 20:00:00,Chứng khoán phái sinh 30/01/2023: Gia tăng trong nghi ngờ: Các hợp đồng tương lai hầu hết tăng điểm trong phiên giao dịch ngày 27/01/2023. Basis hợp đồng VN30F2302 mở rộng so với phiên trước đó và đạt giá trị...,Chứng khoán phái sinh 30/01/2023: Gia tăng trong nghi ngờ
2023-01-27 08:00:00,Top cổ phiếu đáng chú ý phiên đầu năm Quý Mão: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý phiên đầu năm Quý Mão
2023-01-25 20:00:00,"CLSA Hồng Kông dự báo năm Quý Mão 2023 (Kỳ 1): Theo dự báo của CLSA Hồng Kông, năm 2023, thị trường dự kiến sẽ có nhiều biến động mạnh . ""Tiền kiết, hậu hung"" sẽ là chỉ dẫn xuyên suốt cho cả...",CLSA Hồng Kông dự báo năm Quý Mão 2023 (Kỳ 1)
2023-01-22 09:00:00,"Top 10 cổ phiếu thăng hoa nhất năm Nhâm Dần 2022: Năm Nhâm Dần 2022 là một năm đáng nhớ đối với thị trường chứng khoán Việt. Trong đà lao dốc của thị trường, vẫn có nhiều cổ phiếu ghi nhận mức tăng 2...",Top 10 cổ phiếu thăng hoa nhất năm Nhâm Dần 2022
2023-01-19 21:00:00,Chứng khoán Tuần 16-19/01/2023: Giao dịch tích cực trước kỳ nghỉ Tết: VN-Index liên tục tăng điểm trong tuần cho thấy tâm lý lạc quan của nhà đầu tư. Khối lượng giao dịch cũng có sự hồi phục mạnh mẽ so với tuần trước...,Chứng khoán Tuần 16-19/01/2023: Giao dịch tích cực trước kỳ nghỉ Tết
2023-01-18 20:00:00,"Thị trường chứng quyền 19/01/2023: Triển vọng ngắn hạn đang cải thiện: Kết thúc phiên giao dịch ngày 18/01/2023, toàn thị trường có 54 mã tăng, 18 mã giảm và 15 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức...",Thị trường chứng quyền 19/01/2023: Triển vọng ngắn hạn đang cải thiện
2023-01-18 06:00:00,18/01: Đọc gì trước giờ giao dịch chứng khoán?: Cùng điểm lại những tin tức tài chính kinh tế đáng chú ý diễn ra trong 24h qua trước giờ giao dịch hôm nay. ,18/01: Đọc gì trước giờ giao dịch chứng khoán?
2023-01-17 12:26:00,"Phân tích kỹ thuật phiên chiều 17/01: Tình hình chuyển biến tốt hơn: Trong phiên giao dịch buổi sáng ngày 17/01/2023, VN-Index hình thành mẫu hình nến Rising Window cho thấy sự lạc quan của nhà đầu tư.",Phân tích kỹ thuật phiên chiều 17/01: Tình hình chuyển biến tốt hơn
2023-01-16 19:37:00,"Góc nhìn 17/01: Đi ngang trong ngắn hạn?: Theo TVSI, VN-Index vẫn đang gặp khó khăn tại vùng kháng cự trên tiệm cận 1,070 điểm trong ngắn hạn và dự báo sẽ cần thêm thời gian tích lũy. Xu...",Góc nhìn 17/01: Đi ngang trong ngắn hạn?
2023-01-16 10:00:00,"Tuần 16-19/01/2023: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock: Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: ACB, CTI, DBC, DMC, HSG, PVT, SBT, SHB, VCG và VNM.",Tuần 16-19/01/2023: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock
2023-01-14 20:00:00,Chứng khoán phái sinh 16-19/01/2023: Đà hồi phục chưa thực sự vững chắc: Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 13/01/2023. Basis hợp đồng VN30F2301 thu hẹp so với phiên trước đó và còn giá...,Chứng khoán phái sinh 16-19/01/2023: Đà hồi phục chưa thực sự vững chắc
2023-01-13 17:34:00,"Tự doanh 13/01: Mua ròng nhiều cổ phiếu ngân hàng: Tự doanh công ty chứng khoán mua ròng hơn 335 tỷ đồng trong phiên 13/01. Cổ phiếu ngân hàng được tự doanh tập trung mua. MSB, VPB, MBB, TCB, STB...",Tự doanh 13/01: Mua ròng nhiều cổ phiếu ngân hàng
2023-01-12 20:00:00,"Thị trường chứng quyền 13/01/2023: Ảm đạm trong ngắn hạn?: Kết thúc phiên giao dịch ngày 12/01/2023, toàn thị trường có 15 mã tăng, 43 mã giảm và 16 mã tham chiếu. Khối ngoại quay lại bán ròng với tổng mức...",Thị trường chứng quyền 13/01/2023: Ảm đạm trong ngắn hạn?
2023-01-12 13:00:00,KBC - Tốt xấu đan xen: Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP (HOSE: KBC) đang trong quá trình tạo đáy dài hạn. Hiện tượng rung lắc mạnh sẽ xuất hiện trong thời...,KBC - Tốt xấu đan xen
2023-01-11 20:22:00,"Công ty liên quan Chủ tịch BAF nâng tỷ lệ sở hữu lên hơn 40%: Trong giai đoạn 27/12/2022-10/01/2023, CTCP Siba Holdings đã mua vào theo hình thức thỏa thuận hơn 4.53 triệu cp của CTCP Nông nghiệp BAF Việt Nam...",Công ty liên quan Chủ tịch BAF nâng tỷ lệ sở hữu lên hơn 40%
2023-01-11 12:30:00,Phân tích kỹ thuật phiên chiều 11/01: Khối lượng giao dịch có sự hồi phục nhẹ: VN-Index có sự hồi phục trở lại cho thấy tình hình đã trở nên bớt bi quan hơn. Khối lượng giao dịch cần được cải thiện hơn để cũng cố đà tăng của chỉ...,Phân tích kỹ thuật phiên chiều 11/01: Khối lượng giao dịch có sự hồi phục nhẹ
2023-01-10 17:39:00,"Tự doanh 10/01: Mua ròng 4 phiên liên tiếp: Phiên 10/01, tự doanh công ty chứng khoán tiếp tục mua ròng gần 97 tỷ đồng. Đánh dấu chuỗi mua ròng 4 phiên liên tiếp. Trong đó, FPT là mã được mua...",Tự doanh 10/01: Mua ròng 4 phiên liên tiếp
2023-01-10 11:00:00,BCM - Xu hướng tăng được giữ vững: Giá cổ phiếu Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP (HOSE: BCM) liên tục tạo những đỉnh mới và đáy mới cao hơn trong vòng 3 năm...,BCM - Xu hướng tăng được giữ vững
2023-01-09 19:30:00,Chứng khoán phái sinh Ngày 10/01/2023: Nhà đầu tư tiếp tục bi quan?: Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 09/01/2023. Basis hợp đồng VN30F2301 mở rộng hơn so với phiên trước đó và đạt...,Chứng khoán phái sinh Ngày 10/01/2023: Nhà đầu tư tiếp tục bi quan?
2023-01-09 12:29:00,Phân tích kỹ thuật phiên chiều 09/01: Tâm lý giằng co tiếp tục xuất hiện: Những cây nến có thân nhỏ đi kèm với khối lượng giao dịch thấp cho thấy nhà đầu tư vẫn còn thận trọng và sự lạc quan chưa thật sự trở lại.,Phân tích kỹ thuật phiên chiều 09/01: Tâm lý giằng co tiếp tục xuất hiện
2023-01-08 22:00:00,"Phiên nào là phiên thị trường ghi nhận thanh khoản cao nhất trong năm 2022?: Bên cạnh thị giá, thanh khoản cũng là chỉ số quan trọng của thị trường chứng khoán khi thể hiện được dòng tiền của nhà đầu tư.",Phiên nào là phiên thị trường ghi nhận thanh khoản cao nhất trong năm 2022?
2023-01-07 18:30:00,"SIC mua gần 5 triệu cổ phần Thủy điện Sông Ông từ Dragon Capital: Ngày 05/01/2023, HĐQT CTCP ANI (HNX: SIC) thông qua quyết nghị nhận chuyển nhượng cổ phần phổ thông tại CTCP Thủy điện Sông Ông.",SIC mua gần 5 triệu cổ phần Thủy điện Sông Ông từ Dragon Capital
2023-01-06 17:02:00,Tổng Giám đốc HDBank hoàn tất mua vào cổ phiếu HDB: Thông tin từ Sở Giao dịch Chứng khoán TP Hồ Chí Minh (HOSE) cho biết ông Phạm Quốc Thanh – Tổng Giám đốc Ngân hàng TMCP Phát triển TP HCM (HDBank...,Tổng Giám đốc HDBank hoàn tất mua vào cổ phiếu HDB
2023-01-06 09:11:00,Một cá nhân trở thành cổ đông lớn của VIT ngay phiên lập đỉnh: Một cá nhân vừa trở thành cổ đông lớn của CTCP Viglacera Tiên Sơn (HNX: VIT) sau khi mua gần 1.3 triệu cp trong phiên 26/12/2022.,Một cá nhân trở thành cổ đông lớn của VIT ngay phiên lập đỉnh
2023-01-05 19:29:00,"Một cổ đông lớn đã bán ra gần 31 triệu cp TTF: Ngày 04/01/2023, ông Bùi Hồng Minh đã bán gần 31 triệu cổ phiếu CTCP Tập đoàn Kỹ nghệ Gỗ Trường Thành (HOSE: TTF), qua đó giảm sở hữu xuống còn 9.6...",Một cổ đông lớn đã bán ra gần 31 triệu cp TTF
