Published_time,news_content,news_headline
2024-02-08 00:00:00,Mỹ chiếm gần một nửa tổng vốn hoá chứng khoán toàn cầu:  của <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> toàn cầu - mức độ tập trung vốn hoá cao nhất trong 2 thập kỷ trở lại đây...,Mỹ chiếm gần một nửa tổng vốn hoá chứng khoán toàn cầu
2024-02-06 10:26:43,"Liên quan đến trái phiếu, hàng loạt công ty bị phạt tiền trước Tết:  khoán và <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> đối với các công ty sau do có hành vi không công bố đối với thông tin","Liên quan đến trái phiếu, hàng loạt công ty bị phạt tiền trước Tết"
2024-02-06 08:00:59,"Vi phạm nhiều lỗi, Vietjet bị phạt nặng:  chứng khoán và <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> đối với Công ty cổ phần Hàng không Vietjet (mã VJC-HOSE) với số","Vi phạm nhiều lỗi, Vietjet bị phạt nặng"
2024-02-02 01:02:04,"Không báo cáo về tình hình trái phiếu, thêm ba công ty bị phạt tiền:  <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> đối với Công ty cổ phần Địa ốc Sacom (Đồng Nai), Công ty cổ phần Công nghiệp","Không báo cáo về tình hình trái phiếu, thêm ba công ty bị phạt tiền"
2024-02-02 00:59:55,"Chứng khoán Mỹ bật xanh trong lúc chờ báo cáo việc làm, giá dầu tụt mạnh: <em>Thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> Mỹ tăng điểm mạnh trong phiên giao dịch ngày thứ Năm (1/2), đảo ngược phiên","Chứng khoán Mỹ bật xanh trong lúc chờ báo cáo việc làm, giá dầu tụt mạnh"
2024-01-30 06:55:11,"4 tỷ USD vốn ngoại đổ vào nếu chứng khoán Việt Nam được nâng hạng, những cổ phiếu nào sẽ được quan tâm?: Theo ước tính của BSC Research, trong trường hợp nếu MSCI và FTSE nâng hạng Việt Nam lên <em>thị</em> <em>trường</em>","4 tỷ USD vốn ngoại đổ vào nếu chứng khoán Việt Nam được nâng hạng, những cổ phiếu nào sẽ được quan tâm?"
2024-01-30 00:56:05,"Không công bố thông tin theo quy định, The Golden Group bị phạt tiền:  khoán và <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> đối với Công ty cổ phần The Golden Group (mã TGG-HOSE)...","Không công bố thông tin theo quy định, The Golden Group bị phạt tiền"
2024-01-25 07:24:39,"Trung Quốc tung hàng trăm tỷ đô cứu chứng khoán, thị trường Việt Nam phản ứng ra sao? : Sau mỗi lần Trung Quốc giải cứu <em>thị</em> <em>trường</em>, <em>chứng</em> <em>khoán</em> đại lục này phản ánh không quá tích cực","Trung Quốc tung hàng trăm tỷ đô cứu chứng khoán, thị trường Việt Nam phản ứng ra sao? "
2024-01-24 07:00:00,"Cơ hội vẫn nhiều hơn rủi ro trong 2-3 năm tới: Năm 2024, <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> được dự báo vẫn giữ được mức tăng trưởng 2 con số và rất có thể sẽ",Cơ hội vẫn nhiều hơn rủi ro trong 2-3 năm tới
2024-01-24 02:02:48,"Chứng khoán Trung Quốc mất 6 nghìn tỷ USD vốn hoá trong 3 năm như thế nào?:  <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> Trung Quốc, chiếm 99% tổng số nhà đầu tư...",Chứng khoán Trung Quốc mất 6 nghìn tỷ USD vốn hoá trong 3 năm như thế nào?
2024-01-23 14:33:22,"Thao túng chứng khoán, 12 tổ chức, cá nhân bị cấm giao dịch và đảm nhiệm chức vụ trong 2 năm:  hành vi thao túng <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> đối với mã chứng khoán BII và TGG của ông Đỗ Thành Nhân","Thao túng chứng khoán, 12 tổ chức, cá nhân bị cấm giao dịch và đảm nhiệm chức vụ trong 2 năm"
2024-01-23 06:16:54,"Đồng yên trượt giá sau khi Ngân hàng Trung ương Nhật giữ nguyên lãi suất âm: Sau khi tuyên bố của BOJ được đưa ra, <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> Nhật Bản lập đỉnh cao mới của 34 năm",Đồng yên trượt giá sau khi Ngân hàng Trung ương Nhật giữ nguyên lãi suất âm
2024-01-23 05:07:03,“Chương mới” của DNSE:  sóng lớp nhà đầu tư gia nhập <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> theo đà tăng trưởng của kinh tế vĩ mô trong nước,“Chương mới” của DNSE
2024-01-23 04:22:08,Trung Quốc cân nhắc mở quỹ 278 tỷ USD để “cứu” chứng khoán?:  tháo đã đẩy chỉ số CSI 300 của <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> đại lục giảm xuống mức thấp nhất 5 năm...,Trung Quốc cân nhắc mở quỹ 278 tỷ USD để “cứu” chứng khoán?
2024-01-23 02:50:03,"Công bố thông tin sai lệch, Khách sạn Đông Á bị phạt tiền:  trong lĩnh vực chứng khoán và <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> đối với Công ty cổ phần Tập đoàn Khách sạn Đông Á","Công bố thông tin sai lệch, Khách sạn Đông Á bị phạt tiền"
2024-01-22 07:44:37,"Fed giảm lãi suất, dòng tiền sẽ quay lại các thị trường mới nổi?: Về mặt lý thuyết, <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> Việt Nam có thể được hưởng lợi khi dòng tiền đầu tư quy","Fed giảm lãi suất, dòng tiền sẽ quay lại các thị trường mới nổi?"
2024-01-21 03:26:59,"Cho khách đặt lệnh khi không đủ tiền, Chứng khoán Việt Tín bị phạt :  khoán và <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> đối với Công ty Cổ phần Chứng khoán Việt Tín (Hà Nội) với số tiền là 270","Cho khách đặt lệnh khi không đủ tiền, Chứng khoán Việt Tín bị phạt "
2024-01-18 02:00:00,Khoảng 4  tỷ USD mua mới cổ phiếu Việt Nam nếu <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> được nâng hạng:  đang trong danh sách theo dõi nâng hạng lên <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> mới nổi sơ cấp của FTSE...,Khoảng 4  tỷ USD mua mới cổ phiếu Việt Nam nếu <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> được nâng hạng
2024-01-17 00:41:33,"Thao túng cổ phiếu FIR, một loạt cổ đông cá nhân bị phạt nặng và bị cấm giao dịch chứng khoán: SSC vừa công bố xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> đối","Thao túng cổ phiếu FIR, một loạt cổ đông cá nhân bị phạt nặng và bị cấm giao dịch chứng khoán"
2024-01-15 09:00:51,2024: Năm bầu cử toàn cầu lớn nhất lịch sử sẽ ảnh hưởng thế nào đến <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em>?:  lịch sử. Kết quả các cuộc bầu cử với 4 xu hướng sẽ có tác động lớn tới <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> và nền,2024: Năm bầu cử toàn cầu lớn nhất lịch sử sẽ ảnh hưởng thế nào đến <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em>?
2024-01-15 08:50:44,"Quý 4/2023, thị trường phái sinh giao dịch sôi động, đạt 1.487.574 tài khoản: Tổng khối lượng giao dịch và khối lượng giao dịch bình quân của <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> phái sinh","Quý 4/2023, thị trường phái sinh giao dịch sôi động, đạt 1.487.574 tài khoản"
2024-01-11 03:45:00,"Đáy sản xuất đã qua, 2024 là năm phục hồi kinh tế, vốn ngoại vào chứng khoán mạnh mẽ hơn?:  đầu tư gián tiếp trên <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> năm 2024 sẽ mạnh mẽ và rõ ràng hơn.","Đáy sản xuất đã qua, 2024 là năm phục hồi kinh tế, vốn ngoại vào chứng khoán mạnh mẽ hơn?"
2024-01-09 01:04:55,"Vi phạm 3 lỗi, DRH bị phạt 145 triệu đồng:  <em>trường</em> <em>chứng</em> <em>khoán</em> đối với CTCP DRH Holdings (mã DRH-HOSE) với tổng mức phạt tiền đối với 03 hành vi vi","Vi phạm 3 lỗi, DRH bị phạt 145 triệu đồng"
2024-01-08 06:49:58,"Lợi nhuận thấp kỷ lục trong năm 2023, niềm tin của Pyn Elite Fund vẫn không “lung lay”:  có lãi thấp nhất kể từ khi hoạt động tại <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> Việt Nam vào năm 2014...","Lợi nhuận thấp kỷ lục trong năm 2023, niềm tin của Pyn Elite Fund vẫn không “lung lay”"
2024-01-04 02:14:05,"""Ẩn số"" kinh tế Trung Quốc năm 2024 và những tác động tới <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> Việt Nam: Với góc nhìn về kinh tế Trung Quốc năm 2024, nhiều dấu hiệu tích cực rõ nét hơn từ quý 2/2024 lên các nhóm ngành hàng không, dịch vụ, nhóm ngành xuất khẩu lớn sang Trung Quốc và vật liệu xây dựng... ","""Ẩn số"" kinh tế Trung Quốc năm 2024 và những tác động tới <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> Việt Nam"
2024-01-04 02:09:49,"Fed giảm lãi suất, VN-Index không hẳn lúc nào cũng thăng hoa:  thích. Tuy nhiên, sau thời gian trung - dài hạn khi chính sách nới lỏng thẩm thấu, <em>thị</em> <em>trường</em> <em>chứng</em>","Fed giảm lãi suất, VN-Index không hẳn lúc nào cũng thăng hoa"
2024-01-03 00:53:54,"Nhiều vi phạm, DIG bị phạt tiền và buộc phải cải chính thông tin:  hành chính trong lĩnh vực chứng khoán và <em>thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> đối với Tổng Công ty cổ phần Đầu tư","Nhiều vi phạm, DIG bị phạt tiền và buộc phải cải chính thông tin"
2024-01-02 06:47:00,"Trả hồ sơ, điều tra bổ sung vụ ông Trịnh Văn Quyết thao túng chứng khoán:  bổ sung vụ án ông Trịnh Văn Quyết (Chủ tịch Tập đoàn FLC) và đồng phạm về tội ""Thao túng <em>thị</em> <em>trường</em>","Trả hồ sơ, điều tra bổ sung vụ ông Trịnh Văn Quyết thao túng chứng khoán"
2024-01-02 04:55:17,5 câu hỏi của giới đầu tư chứng khoán Mỹ năm 2024: <em>Thị</em> <em>trường</em> <em>chứng</em> <em>khoán</em> Mỹ kết thúc năm 2023 với chỉ số S&P 500 cận kề ngưỡng kỷ lục mọi thời đại,5 câu hỏi của giới đầu tư chứng khoán Mỹ năm 2024
2024-02-14 11:08:07,"Đồng yên rớt giá dưới mức quan trọng, giới chức Nhật cảnh báo can thiệp: Từ đầu năm đến nay, đồng yên đã mất giá hơn 6% so với USD, trong bối cảnh <em>thị</em> <em>trường</em> <em>tài</em> <em>chính</em> toàn","Đồng yên rớt giá dưới mức quan trọng, giới chức Nhật cảnh báo can thiệp"
2024-02-01 01:24:28,"Chủ tịch Fed: Nền kinh tế đang tốt, lãi suất đã đạt đỉnh: Dù vậy, ông khẳng định lãi suất sẽ không giảm vào tháng 3 như kỳ vọng gần đây của <em>thị</em> <em>trường</em> <em>tài</em>","Chủ tịch Fed: Nền kinh tế đang tốt, lãi suất đã đạt đỉnh"
2024-01-23 23:00:00,"Tiềm ẩn rủi ro, thị trường lao động năm 2024 khó khởi sắc :  <em>trường</em> <em>tài</em> <em>chính</em>, tiền tệ, bất động sản. Tuy nhiên, dự báo thị trường lao động Việt Nam năm 2024 vẫn khó","Tiềm ẩn rủi ro, thị trường lao động năm 2024 khó khởi sắc "
2024-01-22 02:25:19,"Hai báo cáo kinh tế tuần này có thể làm thay đổi kỳ vọng lãi suất Fed:  vọng về lãi suất suất Fed trên <em>thị</em> <em>trường</em> <em>tài</em> <em>chính</em>, cũng như giữ vai trò là cơ sở để các nhà hoạch",Hai báo cáo kinh tế tuần này có thể làm thay đổi kỳ vọng lãi suất Fed
2024-01-16 02:04:49,Tiền lương ở Nhật sẽ tăng đủ để BOJ sớm nâng lãi suất?: <em>Thị</em> <em>trường</em> <em>tài</em> <em>chính</em> đang theo dõi sát sao kết quả cuộc đàm phán tăng lương hàng năm ở Nhật Bản,Tiền lương ở Nhật sẽ tăng đủ để BOJ sớm nâng lãi suất?
2024-01-08 06:21:47,"VND chỉ mất giá 2,9% trong năm 2023: , mặc dù đối mặt với nhiều bất ổn từ <em>thị</em> <em>trường</em> <em>tài</em> <em>chính</em> thế giới và sự sụt giảm tổng cầu trong nước","VND chỉ mất giá 2,9% trong năm 2023"
